ts_code,trade_date,open,high,low,close,vol,amount
000795.SZ,20260108,10.1,10.22,10.04,10.18,216136.72,219567.478
000795.SZ,20260107,10.2,10.38,10.14,10.2,349753.9,358840.853
000795.SZ,20260106,10.11,10.16,10.06,10.12,154946.22,156758.921
000795.SZ,20260105,10.0,10.09,9.96,10.08,138031.96,138806.666
000795.SZ,20251231,10.0,10.04,9.93,9.97,93352.93,93187.619
000795.SZ,20251230,9.91,10.02,9.85,9.98,102010.67,101665.702
000795.SZ,20251229,9.95,10.06,9.89,9.96,106760.81,106587.255
000795.SZ,20251226,9.95,10.01,9.9,9.95,101923.0,101626.393
000795.SZ,20251225,9.86,9.96,9.8,9.95,116727.09,115574.379
000795.SZ,20251224,9.75,9.87,9.75,9.85,92603.0,90971.736
000795.SZ,20251223,9.83,9.86,9.74,9.77,74443.88,72935.376
000795.SZ,20251222,9.78,9.89,9.77,9.82,90093.15,88642.235
000795.SZ,20251219,9.65,9.78,9.65,9.76,97127.2,94628.013
000795.SZ,20251218,9.64,9.78,9.61,9.63,68429.2,66359.853
000795.SZ,20251217,9.67,9.7,9.5,9.68,100089.17,96140.318
000795.SZ,20251216,9.87,9.89,9.65,9.67,112156.02,108828.214
000795.SZ,20251215,9.95,9.98,9.89,9.89,72599.87,72020.578
000795.SZ,20251212,9.92,9.98,9.88,9.95,70505.02,70130.74
000795.SZ,20251211,10.04,10.06,9.91,9.91,70417.67,70142.773
000795.SZ,20251210,10.0,10.05,9.95,10.04,68788.09,68702.29
000795.SZ,20251209,10.1,10.11,10.01,10.02,86680.6,87134.669
000795.SZ,20251208,10.2,10.22,10.06,10.14,196388.23,198918.244
000795.SZ,20251205,9.9,10.46,9.88,10.28,262206.24,266336.664
000795.SZ,20251204,9.9,9.97,9.85,9.91,73713.56,72918.317
000795.SZ,20251203,9.97,10.02,9.91,9.92,82327.99,81862.604
000795.SZ,20251202,10.01,10.04,9.93,9.95,73107.02,72801.552
000795.SZ,20251201,9.93,10.09,9.93,10.04,109860.73,110301.198
000795.SZ,20251128,9.9,9.95,9.8,9.93,89498.73,88424.401
000795.SZ,20251127,9.98,10.0,9.9,9.9,96940.77,96371.175
000795.SZ,20251126,10.03,10.05,9.96,9.97,83009.18,82915.413
000795.SZ,20251125,9.99,10.13,9.98,10.04,99192.68,99844.017
000795.SZ,20251124,9.89,10.03,9.87,10.0,84744.09,84201.657
000795.SZ,20251121,10.21,10.21,9.9,9.9,170618.0,170608.998
000795.SZ,20251120,10.31,10.39,10.27,10.28,90527.0,93466.833
000795.SZ,20251119,10.3,10.35,10.17,10.31,119300.71,122393.885
000795.SZ,20251118,10.34,10.39,10.28,10.3,107161.81,110465.484
000795.SZ,20251117,10.35,10.38,10.3,10.37,109993.77,113695.328
000795.SZ,20251114,10.36,10.42,10.33,10.35,114349.36,118644.355
000795.SZ,20251113,10.33,10.46,10.31,10.41,105482.73,109765.254
000795.SZ,20251112,10.52,10.52,10.33,10.36,157146.62,163386.057
000795.SZ,20251111,10.48,10.55,10.46,10.52,140168.78,147223.348
000795.SZ,20251110,10.49,10.51,10.41,10.48,117260.08,122612.605
000795.SZ,20251107,10.45,10.49,10.4,10.46,122394.26,127848.239
000795.SZ,20251106,10.44,10.49,10.41,10.47,121291.02,126678.324
000795.SZ,20251105,10.4,10.47,10.36,10.44,113014.02,117828.394
000795.SZ,20251104,10.5,10.55,10.4,10.45,125526.75,131367.623
000795.SZ,20251103,10.58,10.59,10.38,10.54,172683.69,180819.363
000795.SZ,20251031,10.66,10.66,10.5,10.61,195304.35,206504.974
000795.SZ,20251030,10.68,10.86,10.6,10.73,321136.49,345102.659
000795.SZ,20251029,10.52,10.71,10.52,10.7,157461.74,167409.606
000795.SZ,20251028,10.68,10.68,10.51,10.56,165847.67,175484.64
000795.SZ,20251027,10.71,10.77,10.64,10.68,200821.7,214777.316
000795.SZ,20251024,10.58,10.68,10.58,10.66,160889.33,171243.717
000795.SZ,20251023,10.47,10.57,10.32,10.56,161229.13,168128.299
000795.SZ,20251022,10.64,10.64,10.45,10.52,217008.92,228742.087
000795.SZ,20251021,10.69,10.76,10.6,10.75,159065.67,170228.185
000795.SZ,20251020,10.72,10.77,10.58,10.67,189894.02,202574.151
000795.SZ,20251017,10.91,11.05,10.65,10.72,262706.48,284052.533
000795.SZ,20251016,11.06,11.13,10.86,10.9,283799.61,311222.23
000795.SZ,20251015,11.19,11.35,10.98,11.12,392369.75,436297.259
000795.SZ,20251014,11.63,11.65,11.17,11.25,721346.62,823186.925
000795.SZ,20251013,11.16,11.85,11.12,11.74,1052064.8,1207424.382
000795.SZ,20251010,11.19,11.2,10.95,10.99,325105.43,359405.621
000795.SZ,20251009,10.9,11.14,10.77,11.13,455297.52,500866.866
