month,closed_trades,win_rate
2016-11,5,0.2
2016-12,56,0.35714285714285715
2017-01,31,0.3870967741935484
2017-02,13,0.8461538461538461
2017-03,12,0.16666666666666666
2017-04,25,0.32
2017-05,34,0.38235294117647056
2017-06,9,0.1111111111111111
2017-07,19,0.3684210526315789
2017-08,26,0.7692307692307693
2017-09,33,0.5454545454545454
2017-10,55,0.32727272727272727
2017-11,55,0.41818181818181815
2017-12,21,0.6190476190476191
2018-01,17,0.11764705882352941
2018-02,20,0.55
2018-03,4,0.0
2018-04,3,0.0
2018-05,3,0.3333333333333333
2018-06,1,1.0
2019-03,13,0.5384615384615384
2019-04,46,0.5434782608695652
2019-05,26,0.2692307692307692
2019-06,7,0.42857142857142855
2019-07,10,0.3
2019-08,20,0.25
2019-09,12,0.4166666666666667
2019-10,29,0.3448275862068966
2019-11,17,0.35294117647058826
2019-12,20,0.5
2020-01,17,0.6470588235294118
2020-02,27,0.1111111111111111
2020-03,33,0.30303030303030304
2020-04,3,0.3333333333333333
2020-05,10,0.7
2020-06,29,0.4482758620689655
2020-07,38,0.631578947368421
2020-08,49,0.46938775510204084
2020-09,61,0.45901639344262296
2020-10,21,0.3333333333333333
2020-11,27,0.37037037037037035
2020-12,38,0.39473684210526316
2021-01,26,0.46153846153846156
2021-02,24,0.6666666666666666
2021-03,28,0.39285714285714285
2021-04,21,0.2857142857142857
2021-05,16,0.25
2021-06,51,0.5098039215686274
2021-07,57,0.5263157894736842
2021-08,8,0.625
2021-09,7,1.0
2023-02,7,0.0
2023-03,40,0.4
2023-04,56,0.5
2023-05,51,0.5686274509803921
2023-06,15,0.3333333333333333
2023-07,7,0.5714285714285714
2023-08,24,0.08333333333333333
2023-09,5,0.0
2024-05,13,0.0
2024-06,18,0.3888888888888889
2024-08,4,0.75
2024-10,2,0.0
2024-11,48,0.1875
2024-12,55,0.32727272727272727
2025-01,16,0.375
2025-02,2,1.0
2025-03,9,0.6666666666666666
2025-04,9,0.0
2025-05,9,0.2222222222222222
2025-06,28,0.42857142857142855
2025-07,35,0.5428571428571428
2025-08,44,0.5227272727272727
2025-09,55,0.4909090909090909
2025-10,39,0.46153846153846156
2025-11,21,0.47619047619047616
