month,closed_trades,win_rate
2016-07,2,0.5
2016-08,1,1.0
2016-09,4,0.25
2016-10,9,0.2222222222222222
2016-11,47,0.40425531914893614
2016-12,87,0.39080459770114945
2017-01,32,0.40625
2017-02,13,0.7692307692307693
2017-03,11,0.09090909090909091
2017-04,24,0.2916666666666667
2017-05,36,0.3611111111111111
2017-06,9,0.1111111111111111
2017-07,19,0.3684210526315789
2017-08,26,0.7692307692307693
2017-09,33,0.5454545454545454
2017-10,55,0.32727272727272727
2017-11,55,0.41818181818181815
2017-12,21,0.5714285714285714
2018-01,17,0.058823529411764705
2018-02,18,0.5555555555555556
2018-03,4,0.0
2018-04,12,0.4166666666666667
2018-05,34,0.20588235294117646
2018-06,21,0.5238095238095238
2018-07,3,0.0
2018-08,6,0.3333333333333333
2018-09,1,0.0
2018-10,3,0.3333333333333333
2018-12,5,0.0
2019-01,9,0.3333333333333333
2019-02,2,0.5
2019-03,22,0.6818181818181818
2019-04,54,0.5925925925925926
2019-05,25,0.2
2019-06,6,0.3333333333333333
2019-07,10,0.3
2019-08,20,0.25
2019-09,12,0.3333333333333333
2019-10,29,0.3448275862068966
2019-11,17,0.29411764705882354
2019-12,20,0.45
2020-01,17,0.6470588235294118
2020-02,47,0.1702127659574468
2020-03,48,0.2916666666666667
2020-04,17,0.35294117647058826
2020-05,7,0.5714285714285714
2020-06,25,0.36
2020-07,38,0.631578947368421
2020-08,48,0.4791666666666667
2020-09,56,0.42857142857142855
2020-10,19,0.2631578947368421
2020-11,26,0.34615384615384615
2020-12,37,0.3783783783783784
2021-01,26,0.46153846153846156
2021-02,22,0.5909090909090909
2021-03,28,0.39285714285714285
2021-04,21,0.2857142857142857
2021-05,16,0.25
2021-06,48,0.5
2021-07,56,0.5178571428571429
2021-08,25,0.6
2021-09,55,0.4909090909090909
2021-10,44,0.38636363636363635
2021-11,30,0.23333333333333334
2021-12,46,0.4782608695652174
2022-01,61,0.4426229508196721
2022-02,17,0.4117647058823529
2022-03,39,0.358974358974359
2022-04,43,0.16279069767441862
2022-05,5,0.4
2022-06,18,0.2222222222222222
2022-07,14,0.35714285714285715
2022-08,24,0.20833333333333334
2022-09,26,0.34615384615384615
2022-10,3,0.3333333333333333
2022-11,10,0.2
2022-12,34,0.29411764705882354
2023-01,14,0.2857142857142857
2023-02,19,0.21052631578947367
2023-03,45,0.4444444444444444
2023-04,49,0.46938775510204084
2023-05,52,0.5769230769230769
2023-06,30,0.4
2023-07,29,0.2413793103448276
2023-08,44,0.11363636363636363
2023-09,9,0.0
2023-10,12,0.25
2023-11,19,0.47368421052631576
2023-12,36,0.3888888888888889
2024-01,37,0.16216216216216217
2024-02,6,0.16666666666666666
2024-03,1,0.0
2024-04,20,0.6
2024-05,47,0.44680851063829785
2024-06,28,0.6428571428571429
2024-07,8,0.375
2024-08,19,0.05263157894736842
2024-09,6,0.6666666666666666
2024-10,5,0.6
2024-11,38,0.10526315789473684
2024-12,44,0.2727272727272727
2025-01,16,0.375
2025-02,2,1.0
2025-03,9,0.6666666666666666
2025-04,9,0.0
2025-05,9,0.2222222222222222
2025-06,26,0.38461538461538464
2025-07,30,0.5
2025-08,35,0.4857142857142857
2025-09,47,0.425531914893617
2025-10,22,0.5
2025-11,42,0.19047619047619047
2025-12,35,0.22857142857142856
2026-01,11,0.9090909090909091
