month,closed_trades,win_rate
2016-11,6,0.3333333333333333
2016-12,52,0.34615384615384615
2017-01,37,0.40540540540540543
2017-02,21,0.7619047619047619
2017-03,35,0.37142857142857144
2017-04,37,0.2972972972972973
2017-05,50,0.3
2017-06,7,0.0
2017-07,17,0.4117647058823529
2017-08,39,0.717948717948718
2017-09,54,0.5925925925925926
2017-10,56,0.5714285714285714
2017-11,54,0.5
2017-12,49,0.5306122448979592
2018-01,32,0.46875
2018-02,30,0.6
2018-03,13,0.15384615384615385
2018-04,9,0.2222222222222222
2018-05,6,0.5
2018-06,4,1.0
2019-03,10,0.3
2019-04,45,0.5333333333333333
2019-05,29,0.3103448275862069
2019-06,9,0.5555555555555556
2019-07,11,0.2727272727272727
2019-08,34,0.14705882352941177
2019-09,37,0.7027027027027027
2019-10,21,0.47619047619047616
2019-11,25,0.6
2019-12,30,0.5333333333333333
2020-01,20,0.7
2020-02,35,0.14285714285714285
2020-03,30,0.26666666666666666
2020-04,4,0.25
2020-05,3,0.6666666666666666
2020-06,9,0.5555555555555556
2020-07,27,0.5925925925925926
2020-08,47,0.5957446808510638
2020-09,65,0.4461538461538462
2020-10,21,0.3333333333333333
2020-11,27,0.48148148148148145
2020-12,57,0.40350877192982454
2021-01,23,0.6086956521739131
2021-02,24,0.4583333333333333
2021-03,46,0.2391304347826087
2021-04,57,0.3157894736842105
2021-05,37,0.4864864864864865
2021-06,55,0.5272727272727272
2021-07,54,0.5370370370370371
2021-08,11,0.6363636363636364
2021-09,13,1.0
2021-10,1,1.0
2023-02,4,0.0
2023-03,47,0.2765957446808511
2023-04,52,0.4230769230769231
2023-05,49,0.5918367346938775
2023-06,20,0.2
2023-07,8,0.625
2024-05,9,0.0
2024-06,35,0.3142857142857143
2024-07,6,0.6666666666666666
2024-08,6,0.8333333333333334
2024-09,2,0.5
2024-10,4,0.0
2024-11,53,0.3018867924528302
2024-12,54,0.35185185185185186
2025-01,21,0.3333333333333333
2025-02,2,1.0
2025-03,18,0.6111111111111112
2025-04,44,0.11363636363636363
2025-05,5,0.4
2025-06,4,0.75
2025-08,13,0.07692307692307693
2025-09,36,0.2777777777777778
2025-10,35,0.34285714285714286
2025-11,23,0.5652173913043478
