month,closed_trades,win_rate
2016-11,16,0.25
2016-12,40,0.375
2017-01,28,0.39285714285714285
2017-02,20,0.75
2017-03,36,0.3333333333333333
2017-04,40,0.4
2017-05,42,0.3333333333333333
2017-06,11,0.18181818181818182
2017-07,25,0.36
2017-08,53,0.7169811320754716
2017-09,45,0.6
2017-10,37,0.43243243243243246
2017-11,59,0.6101694915254238
2017-12,23,0.30434782608695654
2018-01,24,0.5
2018-02,19,0.5789473684210527
2018-03,19,0.10526315789473684
2018-04,10,0.4
2018-05,3,1.0
2019-03,12,0.5
2019-04,52,0.4807692307692308
2019-05,15,0.4666666666666667
2019-06,4,0.25
2019-07,16,0.1875
2019-08,28,0.14285714285714285
2019-09,41,0.5365853658536586
2019-10,39,0.48717948717948717
2019-11,34,0.4117647058823529
2019-12,21,0.5714285714285714
2020-01,21,0.7142857142857143
2020-02,27,0.2962962962962963
2020-03,30,0.26666666666666666
2020-04,4,0.5
2020-05,10,0.2
2020-06,33,0.5454545454545454
2020-07,47,0.7021276595744681
2020-08,44,0.5
2020-09,47,0.3829787234042553
2020-10,21,0.3333333333333333
2020-11,23,0.5217391304347826
2020-12,46,0.41304347826086957
2021-01,31,0.4838709677419355
2021-02,23,0.34782608695652173
2021-03,42,0.16666666666666666
2021-04,49,0.40816326530612246
2021-05,31,0.41935483870967744
2021-06,55,0.5272727272727272
2021-07,45,0.4888888888888889
2021-08,8,0.875
2021-09,4,1.0
2021-10,1,1.0
2023-02,8,0.0
2023-03,49,0.3469387755102041
2023-04,42,0.5
2023-05,49,0.5102040816326531
2023-06,11,0.36363636363636365
2023-07,2,1.0
2023-08,25,0.08
2023-09,3,0.3333333333333333
2023-10,2,0.5
2024-05,12,0.08333333333333333
2024-06,33,0.30303030303030304
2024-07,7,0.7142857142857143
2024-08,3,1.0
2024-10,5,0.0
2024-11,56,0.39285714285714285
2024-12,39,0.41025641025641024
2025-01,13,0.3076923076923077
2025-02,3,0.6666666666666666
2025-03,23,0.43478260869565216
2025-04,36,0.08333333333333333
2025-05,18,0.3333333333333333
2025-06,40,0.475
2025-07,46,0.6086956521739131
2025-08,41,0.36585365853658536
2025-09,48,0.5625
2025-10,31,0.3225806451612903
2025-11,19,0.2631578947368421
